"";"OBJECTID";"PARCELID";"PRINTKEY";"STREET_NUM";"STREET_NAME";"SITEADDRESS";"CITY";"ZIP5";"CLASSCD";"CLASSDSCRP";"PRPRTYDSCRP";"OWNERNME1";"PSTLADDRESS";"PSTLCITY";"LOT_FRONTAGE";"LOT_DEPTH";"STATEDAREA";"CURRENT_LAND_VALUE";"CURRENT_TOTAL_VALUE";"CURRENT_TAXABLE_VALUE";"TENTATIVE_LAND_VALUE";"TENTATIVE_TOTAL_VALUE";"TENTATIVE_TAXABLE_VALUE";"SALE_DATE";"SALE_PRICE";"BOOK";"PAGE";"DEED_TYPE";"VALID";"RESCOM";"CALCULATEDACRES";"SHAPEACRES";"BISZONING";"Shape.STArea..";"Shape.STLength..";"OWNERSHIPCODE";"LOW_STREET_NUM";"HIGH_STREET_NUM";"lon";"lat";"crime_count"
"7602";35760;"10581000010310020000";"105.81-1-31.002";"904R";"JAY ST";"904R JAY ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"34";"8";"0";"100";"100";100;100;100;100;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,00624426;0,00528317;NA;40,19921875;33,2947909261763;" ";904;904;-77,645173;43,1597109;6030
"7631";35763;"10581000010320010000";"105.81-1-32.001";"910";"JAY ST";"910 JAY ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"34";"112";"0";"1900";"1900";1900;1900;1900;1900;"11/30/2004";"958174";"10054";"00655";"T";"";"R";0,08741965;0,08702187;"R-1";662,13671875;122,66193623792;" ";910;910;-77,645293;43,159577;5995
"8404";35840;"12178000010350000000";"121.78-1-35";"190";"JOSEPH C WILSON BLVD";"190 JOSEPH C WILSON BLVD";"ROCHESTER";"14620";"311";"RESIDENTIAL VACANT LAND";NA;"UNIVERSITY OF ROCHESTER  ";"217 WALLIS HALL";"ROCHESTER  NY  14627";"100";"175";"0";"18300";"18300";18300;18300;18300;18300;"02/28/2005";"1";"10095";"00064";"Q";"";"R";0,40174472;0,37269918;"R-1";2833,796875;230,391727000694;" ";190;190;-77,616272;43,138013;6841
"8495";35849;"10534000030030000000";"105.34-3-3";"561";"DEWEY AV";"561 DEWEY AV";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"50";"87";"0.11";"3900";"3900";3900;3900;3900;3900;"10/14/1998";"578597";"09081";"00311";"T";"";"R";0,09986226;0,1008283;"R-1";767,5703125;114,960505388938;" ";561;561;-77,639733;43,17503;6447
"8574";35857;"10529000030300000000";"105.29-3-30";"49";"STENSON ST";"49 STENSON ST";"ROCHESTER";"14606";"312";"RES VACANT LAND W/IMPRV";NA;"DELLEMONACHE ALFRED";"PO BOX 60904";"ROCHESTER  NY  14606";"60";"150";"0";"7400";"9000";9000;7400;9000;9000;" ";"0";"00000";"00000";" ";"";"R";0,20661157;0,20682262;"MT READ URD";1574,47265625;175,320086169376;" ";49;49;-77,663284;43,175014;1979
"8734";35873;"10543000010230000000";"105.43-1-23";"519";"LAKE AV";"519 LAKE AV";"ROCHESTER";"14613";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"60";"181.5";"0";"43400";"43400";43400;43400;43400;43400;"12/24/2015";"347080";"11637";"00095";"T";"";"C";0,25;0,24987223;"C-2";1902,12890625;201,870789929309;" ";519;519;-77,629858;43,174131;8245
"8782";35878;"10540000020100000000";"105.40-2-10";"596";"EMERSON ST";"596 EMERSON ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"VALLEMAIO PROPERTIES LLC  ";"1070 S PLYMOUTH AV";"ROCHESTER  NY  14608";"41";"140";"0";"4000";"4000";4000;4000;4000;4000;"11/21/2002";"1";"09715";"00148";"Q";"";"R";0,13177227;0,1311646;"R-1";998,48828125;151,182599073285;" ";596;596;-77,646157;43,174156;5750
"8871";35887;"10576000010210010000";"105.76-1-21.001";"54";"SARATOGA AV";"54 SARATOGA AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"66";"70";"0.11";"2000";"2000";2000;2000;2000;2000;"11/18/1999";"75750";"09241";"00430";"T";"";"R";0,10606061;0,10392085;"M-1";790,796875;112,5773534114;" ";54;54;-77,626454;43,1630506;10048
"9003";35900;"10574000010200000000";"105.74-1-20";"513";"CHILD ST";"513 CHILD ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"71";"115";"0.19";"10800";"10800";10800;10800;10800;10800;"11/06/2002";"111758";"09701";"00280";"T";"";"R";0,18744261;0,18837753;"R-1";1433,46875;155,698537849988;" ";513;513;-77,639177;43,162514;7524
"9061";35906;"10574000030650010000";"105.74-3-65.001";"17";"RILEY PK";"17 RILEY PK";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"53";"63.3";"0";"1300";"1300";1300;1300;1300;1300;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,07701791;0,07749499;"R-1";589,6953125;97,5356024224228;" ";17;17;-77,6359215;43,1622662;7672
"9102";35910;"10664000010620020000";"106.64-1-62.002";"260";"ORMOND ST";"260 ORMOND ST";"ROCHESTER";"14605";"340";"VACANT INDUSTRIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"126.78";"300.56";"1";"30000";"30000";30000;30000;30000;30000;" ";"0";" ";" ";" ";"";"C";0,87477036;1,00183967;"M-1";7623,79296875;474,304053600634;" ";260;260;-77,604803;43,163913;10998
"9142";35914;"10670000010280010000";"106.70-1-28.001";"295";"ST PAUL ST";"295 ST PAUL ST";"ROCHESTER";"14604";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"0";"0";"0.85";"60000";"60000";60000;60000;60000;60000;"05/13/2013";"60000";"11251";"00584";"Q";"";"N";0;0,86730768;NA;6599,94921875;1392,77953636037;" ";295;295;-77,6114556;43,1622633;10781
"9153";35915;"10672000010840010000";"106.72-1-84.001";"320";"ANDREWS ST";"320 ANDREWS ST";"ROCHESTER";"14604";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"166.69";"210.07";"0.68";"272500";"272500";272500;272500;272500;272500;"11/26/1990";"820000";"08028";"00344";"W";"";"C";0,8038698;0,6717131;"CCD-B";5111,09375;291,920029670679;" ";320;320;-77,606124;43,160736;11074
"9225";35922;"12131000010330010000";"121.31-1-33.001";"103";"COURT ST";"103 COURT ST";"ROCHESTER";"14604";"330";"VACANT COMMERCIAL LAND";NA;"MORGAN COURT STREET APART MENTS LLC";"1180 PITTSFORD-VICTOR RD";"PITTSFORD NY  14534";"94.46";"613.39";"1.63";"50000";"50000";50000;50000;50000;50000;"11/07/2016";"900000";"11779";"00560";"W";"";"C";1,33013819;1,65615285;"CCD-R";12598,4609375;673,260562909003;" ";103;103;-77,6077313;43,153675;10915
"9256";35925;"12148000010930020000";"121.48-1-93.002";"435";"BROADWAY";"435 BROADWAY";"ROCHESTER";"14607";"311";"RESIDENTIAL VACANT LAND";NA;"WILSON PAUL & GROSS PAUL  ";"532 LAKE SHORE DR";"HILTON  NY  14468";"16.67";"100";"0";"4000";"4000";4000;4000;4000;4000;"08/05/2010";"40000";"10909";"00089";"W";"";"R";0,03826905;0,03848651;"R-2";292,71875;96,9010712167815;" ";435;435;-77,601493;43,147985;9387
"9484";35948;"12145000020030000000";"121.45-2-3";"5";"BEAVER ST";"5 BEAVER ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"ENERSON DIANE M  ";"257 COUNCIL ROCK AV";"ROCHESTER  NY  14610";"98.32";"37.55";"0";"8000";"8000";8000;8000;8000;8000;"06/21/2013";"110000";"11268";"00188";"W";"";"R";0,08475473;0,08433208;"R-3";641,44921875;113,220276847507;" ";5;5;-77,620048;43,1493139;8928
"9502";35950;"12146000020010650000";"121.46-2-1.065";"390";"FREDERICK DOUGL ST";"390 FREDERICK DOUGL ST";"ROCHESTER";"14608";"330";"VACANT COMMERCIAL LAND";NA;"CORNHILL COMMONS HOMEOWNE  ";"111 MARSH RD";"PITTSFORD NY  14534";"76.84";"32.87";"0";"1000";"1000";1000;1000;1000;1000;"12/01/1983";"0";" ";" ";" ";"";"C";0,0579828;0,09506183;"R-3";723,0234375;122,37116252764;"A";390;390;-77,614859;43,147295;9632
"9552";35955;"10646000030170000000";"106.46-3-17";"33";"GALUSHA ST";"33 GALUSHA ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"MERTZ ALLEY PROPERTIES LL  ";"160 DESPATCH DR";"E ROCHESTER NY  14445";"33";"130";"0";"2700";"10000";10000;2700;2700;2700;"10/20/2016";"1";"11772";"00691";"B";"";"R";0,09848485;0,0988229;"R-1";752,1640625;136,236211533995;" ";33;33;-77,6169199;43,169907;10524
"9581";35958;"10664000030080010000";"106.64-3-8.001";"20";"HARRISON ST";"20 HARRISON ST";"ROCHESTER";"14605";"340";"VACANT INDUSTRIAL LAND";NA;"SPRINT COMMUNICATIONS COM  ";"PO BOX 12913";"SHAWNEE MISSION KS  66282";"302.1";"272.67";"1.36";"61200";"61200";61200;61200;61200;61200;"07/25/2001";"70000";"09491";"00202";"W";"";"C";1,89103781;1,35540377;"M-1";10314,87109375;449,516382405821;" ";20;20;-77,603576;43,1654089;10944
"9892";35989;"10559000010030000000";"105.59-1-3";"241";"PARKWAY";"241 PARKWAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"64";"145.03";"0";"5100";"5100";5100;5100;5100;5100;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,21308356;0,21233412;"R-1";1616,09765625;174,624673310102;" ";241;241;-77,6344809;43,168895;7358
"378";36003;"10551000030420020000";"105.51-3-42.002";"72";"MONTROSE ST";"72 MONTROSE ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"35";"7.5";"0.01";"100";"100";100;100;100;100;"04/30/2002";"263230";"09611";"00575";"T";"";"R";0,00602617;0,00495191;NA;37,6953125;34,8677027820205;" ";72;72;-77,631801;43,16875;8322
"838";36008;"10558000020770000000";"105.58-2-77";"225";"DEWEY AV";"225 DEWEY AV";"ROCHESTER";"14608";"340";"VACANT INDUSTRIAL LAND";NA;"AMERICA REAL ESTATE INVES TMENT GROUP LLC";"189 N WATER STREET";"ROCHESTER NY  14604";"66.36";"111.75";"0.17";"3000";"3000";3000;3000;3000;3000;"06/02/2015";"50000";"11543";"00001";"W";"";"C";0,17024174;0,16393762;NA;1247,734375;146,642991078584;" ";225;225;-77,636415;43,168541;6993
"1315";36013;"10558000020120000000";"105.58-2-12";"25";"DANA ST";"25 DANA ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"119.96";"0";"4000";"4000";4000;4000;4000;4000;"11/30/2004";"52125";"10054";"00652";"T";"";"R";0,11015611;0,10894401;"R-1";829,171875;133,082858288391;" ";25;25;-77,637451;43,168415;6918
"1613";36016;"10557000040680000000";"105.57-4-68";"428";"MURRAY ST";"428 MURRAY ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"50";"98";"0";"4000";"4000";4000;4000;4000;4000;"04/06/1995";"1";"08605";"00365";"Q";"";"R";0,11248852;0,11343023;"R-1";863,32421875;124,162060025871;" ";428;428;-77,641998;43,168453;6459
"2712";36027;"10557000040700000000";"105.57-4-70";"412";"MURRAY ST";"412 MURRAY ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"50";"97.5";"0";"4000";"4000";4000;4000;4000;4000;"01/30/2007";"239351";"10415";"00281";"T";"";"R";0,1119146;0,11299667;"R-1";860,015625;123,423255846005;" ";412;412;-77,641998;43,168181;6494
"1032";36103;"09174000040510000000";"091.74-4-51";"1288";"NORTH ST";"1288 NORTH ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"100";"0";"3800";"3800";3800;3800;3800;3800;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,09182736;0,09149597;"R-1";696,6875;117,035874578176;" ";1288;1288;-77,595214;43,182573;8224
"1065";36106;"09171000010360020000";"091.71-1-36.002";"28";"BURBANK ST";"28 BURBANK ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"JERGE MICHAEL  ";"88 SUNSET ST";"ROCHESTER NY  14606";"10";"32.42";"0";"200";"200";200;200;200;200;"01/05/2011";"23000";"10958";"00425";"W";"";"R";0,00744261;0,00717999;NA;54,671875;35,7933711193797;" ";28;28;-77,6114555;43,182703;9072
"1093";36109;"09171000030750000000";"091.71-3-75";"4";"LASER ST";"4 LASER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"38.5";"104.95";"0";"2700";"2700";2700;2700;2700;2700;"08/22/2001";"5000";"09503";"00635";"B";"";"R";0,09275884;0,09286734;"R-1";707,1328125;120,168402916325;" ";4;4;-77,607306;43,182561;8829
"1216";36121;"09174000040440000000";"091.74-4-44";"160";"DURNAN ST";"160 DURNAN ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"34";"80";"0";"1500";"1500";1500;1500;1500;1500;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,06244261;0,06258445;"R-1";476,5390625;95,7109645872205;" ";160;160;-77,59469;43,182316;8279
"1461";36146;"08912000010070000000";"089.12-1-7";"1306";"RIDGEWAY AV";"1306 RIDGEWAY AV";"ROCHESTER";"14615";"340";"VACANT INDUSTRIAL LAND";NA;"EASTMAN KODAK COMPANY  ";"343 STATE ST";"ROCHESTER NY  14650";"0";"0";"5.59";"45000";"45000";45000;45000;45000;45000;"07/31/1986";"92675";"06973";"00292";"Q";"";"C";0;5,59720139;"M-1";42637,68359375;1301,72389646607;" ";1306;1306;-77,668173;43,195312;468
"1522";36152;"07557000020010000000";"075.57-2-1";"25";"CULDORF ST";"25 CULDORF ST";"ROCHESTER";"14615";"330";"VACANT COMMERCIAL LAND";NA;"2425 DEWEY AVE INC  ";"PO BOX 132";"MORTON NY  14508";"45";"135.3";"0";"12200";"12200";12200;12200;12200;12200;"11/21/1990";"35000";"08027";"00310";"P";"";"C";0,13977273;0,13707735;"R-1";1044,8046875;148,925552293932;" ";25;25;-77,5551133;43,1615323;2995
"1583";36158;"10640000020360000000";"106.40-2-36";"520";"UPPER FALLS BLVD";"520 UPPER FALLS BLVD";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"32.94";"100";"0";"3300";"3300";3300;3300;3300;3300;"02/01/1996";"1";"08702";"00407";" ";"";"R";0,07561983;0,09991602;"R-1";760,53125;118,021802602987;" ";520;520;-77,60427;43,171689;10420
"1614";36161;"10643000030290000000";"106.43-3-29";"29";"SANDER ST";"29 SANDER ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST";"ROCHESTER  NY  14614";"40";"104.74";"0.13";"4200";"4200";4200;4200;4200;4200;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,09617998;0,09552333;"R-1";727,09375;120,87062874355;" ";29;29;-77,587089;43,171536;8548
"1643";36164;"10638000020860000000";"106.38-2-86";"12";"PRINCETON ST";"12 PRINCETON ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"36";"125.41";"0";"2800";"2800";2800;2800;2800;2800;"04/28/2009";"1";"10738";"00677";"T";"";"R";0,10364463;0,10506811;"R-1";799,75;134,199068739672;" ";12;12;-77,614807;43,171746;10198
"1736";36173;"10640000040520000000";"106.40-4-52";"596";"UPPER FALLS BLVD";"596 UPPER FALLS BLVD";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"33";"156.48";"0";"2900";"2900";2900;2900;2900;2900;"05/28/2014";"461694";"11396";"00001";"T";"";"R";0,11854545;0,1179307;"R-1";897,6484375;156,233460791252;" ";596;596;-77,602102;43,1713;10382
"1754";36175;"10644000040600000000";"106.44-4-60";"392";"BAY ST";"392 BAY ST";"ROCHESTER";"14605";"312";"RES VACANT LAND W/IMPRV";NA;"LOGAN MAGGIE  ";"386 BAY ST";"ROCHESTER  NY  14605";"44";"130";"0.13";"4200";"5500";5500;4200;5500;5500;"07/23/1964";"0";"03572";"00532";"W";"";"R";0,13131313;0,13075988;"R-1";995,28515625;145,107174293967;" ";392;392;-77,583443;43,17118;7344
"1853";36185;"10646000010140000000";"106.46-1-14";"6";"FIEN ST";"6 FIEN ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"41";"137.85";"0.1";"4800";"4800";4800;4800;4800;4800;"11/17/2000";"688766";"09388";"00512";"T";"";"R";0,12974862;0,12255495;"R-1";932,84765625;150,223050878233;" ";6;6;-77,6155689;43,1714119;10223
"1863";36186;"10643000020300000000";"106.43-2-30";"210";"BAY ST";"210 BAY ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"50.55";"148.34";"0.14";"4000";"4000";4000;4000;4000;4000;"11/17/2000";"688766";"09388";"00512";"T";"";"R";0,17214387;0,14220952;"R-1";1082,4375;154,161477217217;" ";210;210;-77,588461;43,171048;8963
"1924";36192;"10649000010790000000";"106.49-1-79";"48";"CLEVELAND ST";"48 CLEVELAND ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"UPPER FALLS SQUARE HOUSING DEV FUND CORP";"1931 BUFFALO RD";"ROCHESTER  NY  14624";"43";"100.06";"0";"2800";"2800";2800;2800;2800;2800;"01/12/2017";"24900";"11808";"00510";"B";"";"R";0,09877365;0,09497926;"R-3";722,9375;118,269615500232;" ";48;48;-77,599371;43,170967;10564
"1936";36193;"10649000010780000000";"106.49-1-78";"54";"CLEVELAND ST";"54 CLEVELAND ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"UPPER FALLS SQUARE HOUSING DEV FUND CORP";"1931 BUFFALO RD";"ROCHESTER  NY  14624";"32";"100.07";"0";"2600";"2600";2600;2600;2600;2600;"01/12/2017";"24900";"11808";"00510";"B";"";"R";0,07351331;0,07475486;"R-3";569;110,869108353597;" ";54;54;-77,5992289;43,170963;10569
"1963";36196;"10652000020010000000";"106.52-2-1";"202";"SIXTH ST";"202 SIXTH ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"36.66";"40";"0";"1000";"1000";1000;1000;1000;1000;"11/09/2001";"1";"09539";"00016";"T";"";"R";0,03366391;0,03284198;"R-2";249,9765625;63,3093848922914;" ";202;202;-77,582351;43,170819;7090
"1982";36198;"10651000010070000000";"106.51-1-7";"217";"BAY ST";"217 BAY ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"110.87";"0";"2800";"2800";2800;2800;2800;2800;"11/04/1994";"1";"08548";"00577";"F";"";"R";0,101809;0,09909483;"R-2";754,25390625;124,990293853493;" ";217;217;-77,5883489;43,170567;9209
"2033";36203;"10650000010300010000";"106.50-1-30.001";"101";"BAY ST";"101 BAY ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"91.14";"117.85";"0.19";"7300";"7300";7300;7300;7300;7300;"11/06/2002";"494621";"09701";"00270";"T";"";"R";0,24657596;0,18317477;"R-2";1394,21875;153,94439318894;" ";101;101;-77,591705;43,170508;10099
"2042";36204;"10649000010610000000";"106.49-1-61";"19";"CLEVELAND ST";"19 CLEVELAND ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CRAWFORD PURCELL C";"229 FULTON AV";"ROCHESTER  NY  14613";"98";"152.75";"0";"15000";"15000";15000;15000;15000;15000;" ";"0";"00000";"00000";" ";"";"R";0,34365243;0,35212712;"R-1";2680,1875;210,369312316134;" ";19;19;-77,600076;43,170512;10789
"2051";36205;"10649000010620000000";"106.49-1-62";"37";"CLEVELAND ST";"37 CLEVELAND ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"UPPER FALLS SQUARE HOUSING DEV FUND CORP";"1931 BUFFALO RD";"ROCHESTER NY  14624";"40.09";"100.21";"0";"2700";"2700";2700;2700;2700;2700;"01/12/2017";"24900";"11808";"00510";"B";"";"R";0,09222725;0,09102734;"R-3";692,84765625;117,17071552981;" ";37;37;-77,59967;43,170563;10782
"2222";36222;"10640000040010030000";"106.40-4-1.003";"15";"VOSE ST";"15 VOSE ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"SMITH-JAMES TINA M  ";"47 WOODBINE AVE";"ROCHESTER NY  14619";"33";"108.74";"0.08";"2400";"2400";2400;2400;2400;2400;"04/27/2016";"1";"11687";"500";"C";"";"R";0,08237879;0,08065602;NA;613,95703125;117,133634451682;" ";15;15;-77,601894;43,173052;9524
"2293";36229;"10724000010380000000";"107.24-1-38";"116";"CLAYBROOK ST";"116 CLAYBROOK ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"1";"57";"0";"100";"100";100;100;100;100;" ";"0";"00000";"00000";" ";"";"R";0,00130854;0,00183354;"R-1";13,9609375;49,4084586601784;" ";116;116;-77,561376;43,178753;2668
"2494";36249;"09179000020010000000";"091.79-2-1";"324";"REMINGTON ST";"324 REMINGTON ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"LOPEZ MARIA  ";"PO BOX 60328";"ROCHESTER  NY  14606";"38.93";"99.98";"0";"2700";"2700";2700;2700;2700;2700;"12/29/2011";"12000";"11295";"00517";"Q";"";"R";0,08935311;0,08647656;"R-1";658,453125;114,445052623628;" ";324;324;-77,610617;43,181805;9170
"2545";36254;"09183000010220010000";"091.83-1-22.001";"851";"PORTLAND AV";"851 PORTLAND AV";"ROCHESTER";"14621";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"48.32";"101.59";"0.13";"7500";"7500";7500;7500;7500;7500;"12/24/2015";"347080";"11637";"00095";"T";"";"C";0,1126912;0,12766209;"C-1";972,02734375;137,516198181239;" ";851;851;-77,5874709;43,18146;7542
"2593";36259;"09182000020180000000";"091.82-2-18";"215";"ROYCROFT DR";"215 ROYCROFT DR";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 028B";"ROCHESTER NY  14614";"35";"74";"0";"1500";"1500";1500;1500;1500;1500;"11/17/2005";"1054752";"10216";"00530";"T";"";"R";0,05945822;0,06018785;"R-1";458,2734375;91,8015924644064;" ";215;215;-77,593095;43,181432;8463
"2661";36266;"09179000020160000000";"091.79-2-16";"64";"PARDEE ST";"64 PARDEE ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"36.02";"100";"0";"1500";"1500";1500;1500;1500;1500;"11/17/2005";"1054752";"10216";"00530";"T";"";"R";0,08269054;0,08225084;"R-1";626,26953125;114,112378159674;" ";64;64;-77,608992;43,181451;9103
"2873";36287;"10583000030270000000";"105.83-3-27";"57";"GRAPE ST";"57 GRAPE ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"110";"54.74";"0";"3000";"3000";3000;3000;3000;3000;"11/17/2005";"1054752";"10216";"00530";"T";"";"R";0,13823232;0,1343219;"R-1";1021,9921875;136,334027074518;" ";57;57;-77,629355;43,158498;8618
"2914";36291;"10584000030130010000";"105.84-3-13.001";"35";"ORANGE ST";"35 ORANGE ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"SALLY GROUP LLC  ";"599 W BROAD ST";"ROCHESTER NY  14608";"18.12";"44.21";"0.02";"300";"300";300;300;300;300;"03/22/2004";"1";"09942";"00055";" ";"";"R";0,01839039;0,01748716;"C-2";133,05078125;50,5203523916295;" ";35;35;-77,627128;43,158312;9180
"2921";36292;"10584000030800020000";"105.84-3-80.002";"581";"W BROAD ST";"581 W BROAD ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"TRUST B/WILL OF CJ PALOZZ PALOZZI SALLY & RENEE TRU";"593 W BROAD ST";"ROCHESTER NY  14608";"7.5";"230.31";"0.04";"100";"100";100;100;100;100;"06/30/2010";"1";"10898";"00491";"P";"";"R";0,03965393;0,04687046;"C-2";356,609375;199,125058255754;" ";581;581;-77,6253504;43,158216;9556
"3034";36303;"10584000030440010000";"105.84-3-44.001";"50";"ROMEYN ST";"50 ROMEYN ST";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"60.27";"96.3";"0.13";"3000";"3000";3000;3000;3000;3000;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,13324153;0,13014864;"R-1";990,23046875;129,076885380491;" ";50;50;-77,627219;43,157995;9090
